WS10M_lag1,PREC,RH,MIN_TEMP,MAX_TEMP,WD_sin,SURF_PRESSSURE,WD_cos,AVG_TEMP,WS10M_lag2,PREC_lag1,SL_PRESSURE,YEAR,MO,DY,WS10M
4.58,1.14,88.73,24.04,27.28,-0.984807753,99.5,-0.1736481777,27.6,4.77,1.0,1009.5,2018,8,28,3.9
3.9,0.72,88.98,23.82,27.68,-0.9739759673,99.55,-0.2266513074,27.9,4.58,1.14,1010.2,2018,8,29,3.83
3.83,0.79,86.03,23.81,28.21,-0.9335804265,99.52,-0.3583679495,28.1,3.9,0.72,1009.4,2018,8,30,4.44
4.44,1.18,88.54,24.15,27.29,-0.9177546257,99.59,-0.3971478906,28.2,3.83,0.79,1010.5,2018,8,31,5.24
5.24,0.73,87.14,24.14,27.61,-0.906307787,99.69,-0.4226182617,28.1,4.44,1.18,1011.3,2018,9,1,4.19
4.19,0.87,86.18,24.14,28.26,-0.8580649057,99.65,-0.5135412521,27.4,5.24,0.73,1011.2,2018,9,2,4.48
4.48,0.32,86.64,24.25,27.4,-0.9106836608,99.65,-0.4131044298,28.4,4.19,0.87,1011.0,2018,9,3,4.21
4.21,0.07,84.48,24.18,28.14,-0.8100416404,99.7,-0.5863723567,28.0,4.48,0.32,1011.6,2018,9,4,4.85
4.85,0.15,81.63,24.11,28.19,-0.8870108332,99.69,-0.4617486132,27.9,4.21,0.07,1010.9,2018,9,5,5.06
5.06,0.24,82.2,24.45,28.07,-0.8788171127,99.62,-0.4771587603,28.6,4.85,0.15,1010.6,2018,9,6,5.96
5.96,0.41,81.01,24.66,28.53,-0.9588197349,99.63,-0.2840153447,29.0,5.06,0.24,1011.0,2018,9,7,6.17
6.17,0.05,81.57,24.17,28.74,-0.9964928592,99.55,-0.08367784333,28.8,5.96,0.41,1009.5,2018,9,8,4.66
4.66,0.4,81.71,24.11,29.37,-0.9335804265,99.55,-0.3583679495,28.0,6.17,0.05,1010.3,2018,9,9,3.64
3.64,1.3,82.08,24.45,28.99,-0.8660254038,99.69,-0.5,28.2,4.66,0.4,1011.9,2018,9,10,3.7
3.7,0.25,80.83,24.18,29.26,-0.9360595357,99.73,-0.3518416484,28.6,3.64,1.3,1011.9,2018,9,11,3.55
3.55,1.02,80.18,24.02,29.52,-0.8703556959,99.62,-0.4924235601,28.8,3.7,0.25,1010.6,2018,9,12,3.24
3.24,1.37,80.87,24.28,29.05,-0.8598522716,99.55,-0.5105429179,28.9,3.55,1.02,1010.2,2018,9,13,3.96
3.96,0.8,80.33,24.28,28.85,-0.726574671,99.6,-0.6870875108,29.0,3.24,1.37,1010.8,2018,9,14,3.98
3.98,1.89,79.41,24.29,29.49,-0.7682835236,99.66,-0.6401096995,28.7,3.96,0.8,1010.7,2018,9,15,4.15
4.15,2.1,81.73,24.65,28.51,-0.906307787,99.58,-0.4226182617,28.9,3.98,1.89,1009.8,2018,9,16,5.18
5.18,3.03,79.74,25.51,28.6,-0.9316912276,99.54,-0.3632512305,29.6,4.15,2.1,1008.2,2018,9,17,5.98
5.98,2.39,80.18,25.5,28.44,-0.9310558159,99.55,-0.3648767843,29.6,5.18,3.03,1009.7,2018,9,18,6.83
6.83,3.68,83.75,25.42,28.12,-0.9607791542,99.51,-0.2773146533,29.4,5.98,2.39,1009.9,2018,9,19,5.51
5.51,10.14,84.93,25.44,28.2,-0.8028174752,99.37,-0.596224875,28.9,6.83,3.68,1008.6,2018,9,20,6.3
6.3,13.18,86.25,25.32,28.03,-0.7241718614,99.49,-0.6896195437,26.8,5.51,10.14,1009.4,2018,9,21,5.89
5.89,3.19,85.17,25.05,28.08,-0.5807029557,99.65,-0.8141155184,27.9,6.3,13.18,1010.8,2018,9,22,4.83
4.83,2.81,86.22,24.63,28.42,-0.8894163733,99.74,-0.4570979271,28.2,5.89,3.19,1011.7,2018,9,23,3.82
3.82,13.8,88.28,24.81,26.87,-0.875464527,99.76,-0.4832823833,24.5,4.83,2.81,1012.3,2018,9,24,3.55
3.55,9.22,86.15,24.46,27.7,-0.9252097184,99.65,-0.3794561595,27.2,3.82,13.8,1010.1,2018,9,25,3.08
3.08,3.35,84.64,24.08,28.82,-0.8535507973,99.48,-0.5210096318,27.8,3.55,9.22,1009.3,2018,9,26,3.01
3.01,10.95,87.66,24.68,27.17,-0.5591929035,99.47,-0.8290375726,28.2,3.08,3.35,1009.0,2018,9,27,2.75
2.75,3.42,84.78,24.39,28.94,-0.5299192642,99.46,-0.8480480962,27.7,3.01,10.95,1008.8,2018,9,28,2.93
2.93,18.92,86.5,24.41,28.48,-0.9799247046,99.42,0.1993679344,27.3,2.75,3.42,1009.2,2018,9,29,3.24
3.24,6.24,85.67,25.04,29.78,0.2147353272,99.32,0.9766722783,28.1,2.93,18.92,1008.5,2018,9,30,2.43
2.43,2.44,85.28,24.51,29.98,0.1547103863,99.4,-0.9879598658,27.6,3.24,6.24,1009.5,2018,10,1,2.74
2.74,4.38,89.67,24.49,26.19,-0.9909831997,99.49,-0.1339861854,24.8,2.43,2.44,1010.3,2018,10,2,2.95
2.95,4.92,86.71,23.99,28.61,-0.4586495545,99.43,-0.8886172327,26.5,2.74,4.38,1008.8,2018,10,3,2.15
2.15,13.41,90.98,24.55,27.39,-0.3891239501,99.33,-0.9211854056,28.1,2.95,4.92,1008.7,2018,10,4,4.07
4.07,21.59,89.0,25.13,28.47,-0.3469356516,99.46,-0.9378889346,28.2,2.15,13.41,1008.7,2018,10,5,3.75
3.75,20.55,90.6,24.77,27.59,-0.9170600744,99.46,-0.3987490689,26.1,4.07,21.59,1009.1,2018,10,6,3.24
3.24,40.89,89.61,24.7,27.32,-0.8949343616,99.48,0.4461978131,26.3,3.75,20.55,1009.2,2018,10,7,2.12
2.12,26.51,89.13,24.13,27.08,-0.9948807088,99.51,-0.1010562972,25.6,3.24,40.89,1009.7,2018,10,8,3.99
3.99,15.65,87.01,24.1,26.73,-0.9948807088,99.55,0.1010562972,25.2,2.12,26.51,1010.1,2018,10,9,3.51
3.51,5.59,82.98,24.13,28.21,-0.984195608,99.5,-0.1770847403,27.2,3.99,15.65,1008.8,2018,10,10,3.92
3.92,3.12,85.36,24.61,27.77,-0.5606389946,99.57,-0.8280603346,28.1,3.51,5.59,1009.1,2018,10,11,4.43
4.43,1.9,84.3,24.31,27.89,-0.2164396139,99.68,-0.9762960071,27.9,3.92,3.12,1010.3,2018,10,12,5.19
5.19,5.05,80.98,23.88,28.46,-0.2368381461,99.8,-0.97154912,27.6,4.43,1.9,1012.0,2018,10,13,4.36
4.36,2.99,87.31,24.22,27.18,-0.6156614753,99.84,-0.7880107536,30.4,5.19,5.05,1013.6,2018,10,14,3.11
3.11,1.38,83.42,24.54,29.09,-0.8853936258,99.8,-0.4648420457,28.6,4.36,2.99,1013.2,2018,10,15,2.29
2.29,6.16,85.36,24.78,28.06,-0.8703556959,99.84,-0.4924235601,27.1,3.11,1.38,1013.2,2018,10,16,2.31
2.31,8.31,84.96,24.02,27.16,-0.9460853588,99.86,-0.3239174182,25.8,2.29,6.16,1014.3,2018,10,17,3.28
3.28,1.35,78.37,23.98,28.35,-0.9994502159,99.77,0.03315517839,25.8,2.31,8.31,1012.4,2018,10,18,1.81
1.81,1.39,81.22,25.02,28.98,-0.984807753,99.67,0.1736481777,26.4,3.28,1.35,1012.1,2018,10,19,2.0
2.0,4.76,89.39,25.04,26.55,-0.9907478405,99.74,-0.1357155724,25.8,1.81,1.39,1011.9,2018,10,20,3.32
3.32,1.26,85.72,24.45,28.06,-0.9449489122,99.76,0.327217899,24.8,2.0,4.76,1010.7,2018,10,21,2.82
2.82,33.44,88.29,25.12,27.31,-0.940288127,99.68,0.3403795502,27.1,3.32,1.26,1012.3,2018,10,22,3.23
3.23,3.67,84.28,24.73,29.22,-0.4555449072,99.71,0.8902128046,27.2,2.82,33.44,1011.1,2018,10,23,2.87
2.87,2.79,86.16,25.01,28.52,-0.3023698908,99.68,0.9531906678,27.6,3.23,3.67,1011.1,2018,10,24,2.45
2.45,7.86,89.27,24.64,26.67,0.3923371166,99.69,0.9198214973,25.8,2.87,2.79,1012.2,2018,10,25,1.88
1.88,4.91,86.29,24.17,28.2,0.144356201,99.7,0.9895257891,27.6,2.45,7.86,1011.5,2018,10,26,3.15
3.15,8.57,85.18,24.72,28.77,-0.04187565373,99.68,0.9991228301,28.1,1.88,4.91,1010.0,2018,10,27,2.81
2.81,10.13,85.86,23.98,28.55,0.1942343512,99.63,0.9809551553,28.4,3.15,8.57,1010.4,2018,10,28,3.66
3.66,1.61,84.27,24.41,28.17,-0.5284383347,99.49,0.8489716876,28.4,2.81,10.13,1009.3,2018,10,29,3.76
3.76,3.64,87.52,24.86,26.95,-0.8910065242,99.52,0.4539904997,29.2,3.66,1.61,1009.6,2018,10,30,3.14
3.14,7.49,89.45,24.69,27.1,-0.8079898839,99.48,0.5891963574,28.4,3.76,3.64,1009.3,2018,10,31,3.39
3.39,27.75,88.45,24.86,27.54,-0.8853936258,99.5,0.4648420457,27.95,3.14,7.49,1009.567815,2018,11,1,2.75
2.75,25.61,84.17,24.28,29.06,0.2672383761,99.46,0.9636304532,27.5,3.39,27.75,1009.7,2018,11,2,1.72
1.72,13.11,87.39,24.17,28.84,-0.144356201,99.54,-0.9895257891,27.4,2.75,25.61,1009.4,2018,11,3,2.17
2.17,5.07,84.9,24.81,29.42,0.2907021936,99.59,0.9568135841,27.25,1.72,13.11,1011.4,2018,11,4,2.56
2.56,16.85,86.41,24.64,27.48,0.3255681545,99.61,0.9455185756,27.1,2.17,5.07,1009.7,2018,11,5,2.91
2.91,27.67,89.69,24.44,27.7,0.1959461442,99.61,0.9806146585,25.9,2.56,16.85,1011.0,2018,11,6,5.35
5.35,4.99,88.03,24.15,26.7,0.04013179253,99.61,0.9991943951,26.9,2.91,27.67,1010.3,2018,11,7,4.29
4.29,20.82,90.98,24.31,26.62,0.05407881298,99.49,0.9985366703,26.7,5.35,4.99,1010.5,2018,11,8,4.88
4.88,20.93,84.38,23.9,28.9,0.8348478633,99.49,0.5504807401,27.1,4.29,20.82,1008.9,2018,11,9,3.56
3.56,1.06,83.83,23.44,29.29,0.5090414158,99.54,0.860742027,27.9,4.88,20.93,1009.7,2018,11,10,4.38
4.38,0.01,83.31,22.56,28.74,0.01396218034,99.69,0.999902524,28.1,3.56,1.06,1010.8,2018,11,11,4.23
4.23,0.3,81.4,22.31,28.34,-0.3403795502,99.69,0.940288127,27.2,4.38,0.01,1010.8,2018,11,12,3.71
3.71,0.22,84.72,23.23,27.81,-0.9663760793,99.56,0.2571327932,27.1,4.23,0.3,1009.6,2018,11,13,2.96
2.96,0.56,84.19,24.16,28.35,-0.9952274,99.52,0.09758289976,28.4,3.71,0.22,1008.7,2018,11,14,2.71
2.71,0.29,80.04,24.54,29.55,-0.9897762309,99.53,0.1426289337,25.6,2.96,0.56,1009.4,2018,11,15,2.18
2.18,1.23,85.31,24.59,28.75,-0.6414496316,99.59,-0.7671651518,28.5,2.71,0.29,1010.2,2018,11,16,3.64
3.64,7.14,86.72,24.68,26.96,-0.9483236552,99.68,0.3173046564,27.7,2.18,1.23,1011.4,2018,11,17,2.28
2.28,6.98,81.07,24.16,29.53,0.02094241988,99.66,0.9997806835,25.8,3.64,7.14,1012.0,2018,11,18,2.3
2.3,22.12,81.65,24.18,29.6,0.2317479035,99.71,0.9727758782,28.1,2.28,6.98,1011.3,2018,11,19,2.16
2.16,1.21,86.73,24.0,27.36,-0.8048937974,99.73,0.5934188866,25.8,2.3,22.12,1012.2,2018,11,20,2.59
2.59,1.43,84.57,24.75,28.05,-0.4848096202,99.7,0.8746197071,27.8,2.16,1.21,1010.8,2018,11,21,3.48
3.48,8.54,81.42,24.54,28.9,0.005235963831,99.73,0.9999862922,27.6,2.59,1.43,1010.8,2018,11,22,1.76
1.76,38.65,85.01,24.87,29.18,-0.0488497698,99.84,-0.9988061373,28.8,3.48,8.54,1012.7,2018,11,23,2.31
2.31,20.46,85.14,24.68,28.02,-0.9735789029,99.99,-0.2283508701,27.5,1.76,38.65,1014.6,2018,11,24,2.38
2.38,1.54,83.71,24.73,29.88,0.5210096318,99.81,0.8535507973,28.2,2.31,20.46,1011.6,2018,11,25,3.62
3.62,1.88,82.07,23.91,29.35,0.4679298143,99.71,0.8837656301,28.8,2.38,1.54,1010.8,2018,11,26,4.64
4.64,7.47,83.28,23.48,29.45,0.3255681545,99.7,0.9455185756,29.0,3.62,1.88,1011.1,2018,11,27,4.65
4.65,5.38,83.8,24.35,28.51,0.5721458734,99.7,0.8201518759,27.6,4.64,7.47,1011.4,2018,11,28,2.75
2.75,6.24,79.46,24.0,30.24,0.70463421,99.77,0.7095707365,26.8,4.65,5.38,1012.8,2018,11,29,2.32
2.32,2.38,86.62,23.61,27.81,0.5948227868,99.8,0.8038568606,27.8,2.75,6.24,1011.9,2018,11,30,4.2
4.2,0.08,80.83,22.36,28.02,0.702153053,99.67,0.712026046,27.4,2.32,2.38,1009.9,2018,12,1,4.83
4.83,0.04,81.71,21.93,28.43,0.546101961,99.52,0.8377187166,27.5,4.2,0.08,1009.1,2018,12,2,4.37
4.37,8.26,87.04,23.56,28.72,0.3955455026,99.54,0.9184463813,28.0,4.83,0.04,1009.5,2018,12,3,4.06
4.06,7.14,81.66,23.67,30.19,0.9310558159,99.6,0.3648767843,27.1,4.37,8.26,1010.1,2018,12,4,2.27
2.27,7.25,85.19,24.32,28.02,0.549022818,99.6,0.8358073614,28.0,4.06,7.14,1010.0,2018,12,5,2.43
2.43,4.43,86.48,24.25,28.47,0.5821229702,99.5,0.813100761,27.8,2.27,7.25,1008.9,2018,12,6,3.85
3.85,2.59,83.35,23.07,29.78,0.5877852523,99.53,0.8090169944,28.1,2.43,4.43,1009.2,2018,12,7,4.04
4.04,1.73,84.89,23.46,29.78,0.4648420457,99.57,0.8853936258,28.0,3.85,2.59,1010.4,2018,12,8,5.26
5.26,1.0,84.66,23.22,29.25,0.3189593093,99.58,0.94776841,27.6,4.04,1.73,1010.0,2018,12,9,5.65
5.65,0.0,83.25,23.18,27.58,0.3106764296,99.66,0.9505157316,28.2,5.26,1.0,1010.7,2018,12,10,4.53
4.53,0.0,81.09,22.49,28.33,0.3106764296,99.69,0.9505157316,27.3,5.65,0.0,1011.6,2018,12,11,4.69
4.69,0.0,81.32,20.31,28.09,0.2890317969,99.8,0.9573194975,26.7,4.53,0.0,1011.5,2018,12,12,4.76
4.76,0.0,84.04,21.15,28.24,0.2554457579,99.83,0.9668233886,27.4,4.69,0.0,1011.7,2018,12,13,4.11
4.11,1.56,86.06,21.97,28.57,0.08019892433,99.73,0.9967788785,26.4,4.76,0.0,1011.5,2018,12,14,4.66
4.66,6.44,86.62,23.46,28.39,-0.07323819713,99.68,0.9973144772,27.6,4.11,1.56,1011.1,2018,12,15,5.01
5.01,0.26,83.04,22.17,28.03,-0.09931974974,99.72,0.99505557,27.64285714,4.66,6.44,1010.664267,2018,12,16,4.52
4.52,0.0,71.84,21.74,28.41,-0.04013179253,99.79,0.9991943951,27.68571429,5.01,0.26,1010.210294,2018,12,17,2.28
2.28,0.0,77.76,23.09,28.27,-0.2672383761,99.78,0.9636304532,27.72857143,4.52,0.0,1009.73808,2018,12,18,1.58
1.58,0.0,79.05,21.68,29.17,0.6870875108,99.75,0.726574671,27.77142857,2.28,0.0,1009.305446,2018,12,19,3.35
3.35,2.14,85.26,22.23,28.81,0.189095443,99.75,0.9819587127,27.81428571,1.58,0.0,1009.259311,2018,12,20,3.95
3.95,17.27,89.76,24.0,27.61,0.09237058745,99.68,0.9957246982,27.85714286,3.35,2.14,1009.657496,2018,12,21,4.6
4.6,6.55,88.81,23.84,27.23,0.1822355255,99.65,0.9832549076,27.9,3.95,17.27,1010.5,2018,12,22,4.2
4.2,2.65,83.0,24.15,29.36,0.9995598601,99.67,0.02966624409,25.6,4.6,6.55,1011.7,2018,12,23,1.54
1.54,4.52,84.43,23.61,28.81,0.2402280425,99.71,0.9707164816,27.1,4.2,2.65,1012.4,2018,12,24,2.36
2.36,14.47,89.51,24.64,27.44,0.4162807923,99.71,0.909236109,29.9,1.54,4.52,1011.5,2018,12,25,2.71
2.71,9.33,86.24,23.78,28.7,-0.4954586684,99.75,0.8686315144,28.8,2.36,14.47,1013.2,2018,12,26,2.47
2.47,22.04,87.19,24.27,27.6,0.3073566178,99.69,0.9515944039,30.4,2.71,9.33,1010.8,2018,12,27,3.34
3.34,0.55,75.76,22.55,29.03,0.8048937974,99.67,0.5934188866,27.0,2.47,22.04,1010.5,2018,12,28,3.28
3.28,0.04,78.78,22.45,28.91,0.8309844693,99.81,0.5562956155,28.6,3.34,0.55,1012.7,2018,12,29,4.13
4.13,0.04,79.52,22.09,28.65,0.6626200482,99.94,0.7489557208,26.9,3.28,0.04,1014.0,2018,12,30,5.62
5.62,0.48,83.26,22.25,28.97,0.5120428649,100.0,0.8589598969,30.9,4.13,0.04,1012.1,2018,12,31,6.23
6.23,0.12,80.0,22.23,28.44,0.5863723567,100.03,0.8100416404,27.6,5.62,0.48,1014.7,2019,1,1,6.29
6.29,0.02,79.51,21.48,28.02,0.5504807401,100.02,0.8348478633,26.2,6.23,0.12,1015.1,2019,1,2,5.64
5.64,0.01,78.52,21.3,27.94,0.5060337641,100.06,0.8625136692,27.6,6.29,0.02,1014.4,2019,1,3,6.15
6.15,0.0,77.63,20.71,28.36,0.5620833779,100.01,0.8270805743,27.6,5.64,0.01,1013.7,2019,1,4,5.64
5.64,0.03,81.53,20.96,29.22,0.4539904997,99.88,0.8910065242,27.9,6.15,0.0,1012.5,2019,1,5,5.47
5.47,0.0,77.62,21.53,28.41,0.538770785,99.81,0.842452397,26.9,5.64,0.03,1011.9,2019,1,6,5.14
5.14,0.02,79.76,21.2,29.16,0.5313985795,99.71,0.8471219214,26.6,5.47,0.0,1011.3,2019,1,7,3.88
3.88,0.01,81.23,22.47,29.3,0.5195191119,99.75,0.8544588301,27.9,5.14,0.02,1011.1,2019,1,8,5.32
5.32,0.04,80.65,21.96,29.51,0.5620833779,99.71,0.8270805743,28.6,3.88,0.01,1010.7,2019,1,9,5.29
5.29,0.23,81.21,22.35,29.73,0.5120428649,99.68,0.8589598969,27.6,5.32,0.04,1011.0,2019,1,10,5.2
5.2,6.5,82.99,22.38,28.8,0.278991106,99.77,0.9602936857,28.4,5.29,0.23,1011.4,2019,1,11,5.0
5.0,2.04,84.11,23.22,28.94,0.3106764296,99.74,0.9505157316,28.4,5.2,6.5,1011.9,2019,1,12,5.44
5.44,5.47,86.26,23.16,28.87,0.474088209,99.77,0.8804773535,27.7,5.0,2.04,1011.6,2019,1,13,4.63
4.63,4.44,85.05,23.4,29.1,0.5045276238,99.72,0.8633955506,27.9,5.44,5.47,1011.7,2019,1,14,4.75
4.75,1.18,83.54,23.02,28.64,0.3875155865,99.75,0.9218631516,27.4,4.63,4.44,1011.9,2019,1,15,5.06
5.06,3.96,83.78,22.84,29.25,0.4617486132,99.75,0.8870108332,28.7,4.75,1.18,1011.2,2019,1,16,5.61
5.61,0.15,78.57,21.81,28.94,0.5254716511,99.72,0.8508111094,27.8,5.06,3.96,1010.9,2019,1,17,5.79
5.79,0.03,76.98,20.88,28.55,0.5519369853,99.73,0.8338858221,27.1,5.61,0.15,1011.2,2019,1,18,5.39
5.39,0.0,76.58,20.02,28.31,0.4115143586,99.81,0.9114032766,25.9,5.79,0.03,1012.4,2019,1,19,5.08
5.08,0.1,78.26,20.58,29.04,0.4817536741,99.86,0.87630668,26.7,5.39,0.0,1012.9,2019,1,20,5.53
5.53,0.0,79.26,21.73,29.29,0.3987490689,99.84,0.9170600744,26.8,5.08,0.1,1012.8,2019,1,21,3.87
3.87,0.04,80.48,22.18,29.48,0.2164396139,99.82,0.9762960071,26.9,5.53,0.0,1012.8,2019,1,22,3.82
3.82,0.03,80.44,22.11,29.88,0.4477590878,99.77,0.8941542368,26.4,3.87,0.04,1011.9,2019,1,23,3.97
3.97,0.13,79.32,22.83,29.93,0.6507742173,99.85,0.7592713073,28.4,3.82,0.03,1012.6,2019,1,24,2.97
2.97,0.92,80.77,23.11,29.57,0.3665012267,99.82,0.930417568,28.3,3.97,0.13,1012.4,2019,1,25,2.25
2.25,0.82,79.92,24.02,30.44,0.6441236298,99.78,0.7649214009,28.4,2.97,0.92,1012.0,2019,1,26,2.27
2.27,0.21,75.39,23.49,30.06,0.8028174752,99.87,0.596224875,27.4,2.25,0.82,1012.6,2019,1,27,1.64
1.64,0.02,74.62,22.98,29.81,0.2402280425,99.86,0.9707164816,27.4,2.27,0.21,1012.4,2019,1,28,2.26
2.26,0.0,76.04,21.01,30.03,0.6360782203,99.84,0.7716245834,27.5,1.64,0.02,1012.2,2019,1,29,5.15
5.15,0.0,78.06,21.99,30.09,0.5920131788,99.84,0.8059282822,27.4,2.26,0.0,1012.6,2019,1,30,6.01
6.01,0.02,77.68,22.27,30.17,0.6921431739,99.8,0.7217602281,28.8,5.15,0.0,1011.5,2019,1,31,5.52
5.52,0.02,77.27,22.26,30.31,0.5635260489,99.81,0.8260982945,28.6,6.01,0.02,1011.8,2019,2,1,4.29
4.29,0.84,77.84,22.76,30.6,0.5299192642,99.69,0.8480480962,28.5,5.52,0.02,1011.2,2019,2,2,4.36
4.36,1.86,80.11,23.68,30.79,0.4771587603,99.77,0.8788171127,28.4,4.29,0.84,1012.5,2019,2,3,4.29
4.29,13.75,82.77,23.95,30.11,0.5764323162,99.88,0.8171448983,29.3,4.36,1.86,1013.6,2019,2,4,3.13
3.13,7.29,84.8,23.95,30.29,0.4399391699,99.85,0.8980275758,27.9,4.29,13.75,1012.9,2019,2,5,4.3
4.3,2.55,81.05,23.72,30.21,0.4555449072,99.73,0.8902128046,27.6,3.13,7.29,1012.0,2019,2,6,3.78
3.78,0.18,76.65,23.23,30.09,0.3206129906,99.77,0.9472102777,27.6,4.3,2.55,1011.9,2019,2,7,1.94
1.94,0.91,81.87,25.16,29.53,-0.5735764364,99.84,-0.8191520443,26.9,3.78,0.18,1012.9,2019,2,8,2.25
2.25,26.92,85.71,24.46,27.78,-0.7535633923,99.88,-0.6573752458,27.9,1.94,0.91,1013.4,2019,2,9,1.92
1.92,10.02,77.39,23.97,30.13,0.5284383347,99.89,0.8489716876,27.1,2.25,26.92,1013.5,2019,2,10,2.18
2.18,0.32,79.88,22.6,30.79,0.6781596699,99.83,0.7349145951,28.8,1.92,10.02,1012.2,2019,2,11,4.24
4.24,0.11,79.64,22.84,30.57,0.6481199011,99.88,0.7615383075,28.9,2.18,0.32,1012.8,2019,2,12,5.33
5.33,0.22,79.44,23.59,31.33,0.5299192642,99.92,0.8480480962,29.6,4.24,0.11,1012.5,2019,2,13,6.16
6.16,3.1,80.81,23.21,31.1,0.6197790318,99.76,0.7847763705,28.4,5.33,0.22,1011.6,2019,2,14,4.14
4.14,4.83,81.26,24.06,30.54,0.4694715628,99.81,0.8829475929,28.1,6.16,3.1,1013.0,2019,2,15,2.04
2.04,12.26,83.87,25.1,28.49,-0.7727335735,99.87,-0.6347305132,28.1,4.14,4.83,1013.4,2019,2,16,1.74
1.74,6.04,82.1,25.12,29.63,-0.9925461516,99.79,0.1218693434,27.8,2.04,12.26,1011.7,2019,2,17,1.47
1.47,1.15,82.19,24.61,29.69,-0.5105429179,99.66,-0.8598522716,28.6,1.74,6.04,1010.8,2019,2,18,2.21
2.21,0.63,76.77,24.14,31.47,0.873772223,99.67,0.4863353804,28.9,1.47,1.15,1011.7,2019,2,19,2.29
2.29,0.03,74.08,22.64,31.05,0.9205048535,99.86,0.3907311285,27.7,2.21,0.63,1012.5,2019,2,20,3.37
3.37,0.07,75.9,22.85,31.44,0.6333808726,99.94,0.7738402097,27.9,2.29,0.03,1012.9,2019,2,21,4.92
4.92,0.1,73.94,22.18,31.11,0.739631095,99.78,0.6730125135,29.8,3.37,0.07,1011.2,2019,2,22,5.35
5.35,0.0,68.91,20.7,31.28,0.7793379649,99.67,0.6266038114,27.2,4.92,0.1,1010.3,2019,2,23,2.38
2.38,0.0,69.65,22.11,31.45,0.87630668,99.56,0.4817536741,27.1,5.35,0.0,1009.6,2019,2,24,2.07
2.07,0.42,73.83,23.46,31.82,-0.984807753,99.53,0.1736481777,28.2,2.38,0.0,1009.4,2019,2,25,1.88
1.88,6.44,82.45,25.51,29.68,-0.9907478405,99.52,0.1357155724,28.6,2.07,0.42,1009.4,2019,2,26,2.22
2.22,18.91,85.03,24.96,27.67,-0.9177546257,99.57,-0.3971478906,28.6,1.88,6.44,1009.4,2019,2,27,2.76
2.76,0.6,80.78,24.98,29.04,-0.9531906678,99.56,-0.3023698908,28.2,2.22,18.91,1009.7,2019,2,28,2.87
2.87,0.18,74.19,24.86,31.58,-0.7996846585,99.52,0.6004202253,28.6,2.76,0.6,1008.9,2019,3,1,1.21
1.21,0.02,72.11,23.76,31.42,0.6652303547,99.57,0.7466381823,28.1,2.87,0.18,1009.7,2019,3,2,1.46
1.46,4.24,74.86,24.22,31.89,0.6101451639,99.51,0.7922896434,29.2,1.21,0.02,1009.5,2019,3,3,2.38
2.38,2.23,80.14,23.89,30.01,-0.2823414568,99.54,-0.9593139745,27.2,1.46,4.24,1009.7,2019,3,4,2.53
2.53,1.04,81.85,24.45,30.06,-0.596224875,99.53,-0.8028174752,28.4,2.38,2.23,1010.1,2019,3,5,2.54
2.54,0.51,81.52,25.09,29.87,-0.726574671,99.63,-0.6870875108,29.2,2.53,1.04,1010.4,2019,3,6,3.69
3.69,0.07,80.16,25.1,31.14,-0.5045276238,99.56,-0.8633955506,28.8,2.54,0.51,1009.9,2019,3,7,3.3
3.3,0.48,80.67,24.21,30.37,-0.4555449072,99.69,-0.8902128046,29.0,3.69,0.07,1011.6,2019,3,8,3.4
3.4,7.58,79.5,25.22,30.42,-0.9177546257,99.79,-0.3971478906,28.8,3.3,0.48,1012.7,2019,3,9,2.19
2.19,2.36,72.61,24.58,31.48,-0.6197790318,99.78,-0.7847763705,28.3,3.4,7.58,1012.3,2019,3,10,1.33
1.33,0.57,68.26,22.92,31.74,-0.07149744433,99.84,0.9974407829,28.3,2.19,2.36,1012.5,2019,3,11,1.51
1.51,0.42,68.45,23.15,31.34,0.7727335735,99.84,-0.6347305132,28.2,1.33,0.57,1012.4,2019,3,12,1.62
1.62,0.04,67.66,23.15,31.46,0.8668967489,99.81,-0.4984877398,28.6,1.51,0.42,1012.5,2019,3,13,2.06
2.06,0.14,65.43,23.9,32.66,0.94776841,99.79,0.3189593093,29.4,1.62,0.04,1011.8,2019,3,14,2.09
2.09,0.28,66.35,23.53,31.76,0.4273578634,99.77,-0.9040825497,29.3,2.06,0.14,1012.0,2019,3,15,1.52
1.52,1.84,71.36,24.15,32.72,0.5015107372,99.76,0.8651514206,29.0,2.09,0.28,1011.7,2019,3,16,1.86
1.86,5.19,73.79,24.77,31.28,0.726574671,99.75,0.6870875108,28.4,1.52,1.84,1011.6,2019,3,17,1.52
1.52,9.18,73.0,25.29,32.42,0.5417082103,99.71,0.8405666035,28.7,1.86,5.19,1011.2,2019,3,18,1.76
1.76,0.82,70.45,25.08,31.75,0.1201368388,99.6,-0.9927573419,27.6,1.52,9.18,1010.0,2019,3,19,2.04
2.04,0.18,70.35,24.56,32.15,-0.9829353491,99.61,0.1839513506,28.9,1.76,0.82,1010.5,2019,3,20,1.75
1.75,2.38,72.46,24.4,31.7,-0.8870108332,99.68,-0.4617486132,29.1,2.04,0.18,1011.4,2019,3,21,1.54
1.54,0.7,74.33,25.04,31.67,-0.9999939077,99.72,-0.003490651415,28.8,1.75,2.38,1011.5,2019,3,22,2.05
2.05,4.45,76.85,26.17,31.0,-0.9690157314,99.73,-0.2469990127,29.4,1.54,0.7,1011.4,2019,3,23,2.16
