WS10M_lag1,RH,MIN_TEMP,PREC,WD_sin,WD_cos,AVG_TEMP,WS10M_lag2,SURF_PRESSSURE,MAX_TEMP,RH_lag1,WD_sin_lag1,WD_sin_lag2,SL_PRESSURE,PREC_lag1,YEAR,MO,DY,WS10M
6.2,89.46,26.0,5.66,-0.8878153851,-0.4601997848,29.2,6.18,99.57,28.06,88.14,-0.9245460336,-0.9819587127,1010.2,4.0,2017,6,6,6.28
6.28,88.49,25.87,2.65,-0.9390942521,-0.3436596946,28.4,6.2,99.61,27.84,89.46,-0.8878153851,-0.9245460336,1010.3,5.66,2017,6,7,5.9
5.9,86.82,25.59,0.55,-0.9593139745,-0.2823414568,29.2,6.28,99.51,28.54,88.49,-0.9390942521,-0.8878153851,1009.3,2.65,2017,6,8,5.47
5.47,85.12,25.6,0.34,-0.9329535348,-0.3599968081,29.3,5.9,99.52,28.78,86.82,-0.9593139745,-0.9390942521,1009.4,0.55,2017,6,9,6.24
6.24,84.57,25.58,0.66,-0.9258705848,-0.3778407868,28.5,5.47,99.57,28.17,85.12,-0.9329535348,-0.9593139745,1009.7,0.34,2017,6,10,6.7
6.7,85.57,25.32,0.72,-0.8703556959,-0.4924235601,28.4,6.24,99.54,28.43,84.57,-0.9258705848,-0.9329535348,1009.5,0.66,2017,6,11,6.16
6.16,84.98,25.18,0.56,-0.8771461637,-0.4802234974,28.4,6.7,99.5,28.93,85.57,-0.8703556959,-0.9258705848,1008.8,0.72,2017,6,12,5.1
5.1,87.05,25.32,0.65,-0.7738402097,-0.6333808726,29.0,6.16,99.47,28.93,84.98,-0.8771461637,-0.8703556959,1009.1,0.56,2017,6,13,5.0
5.0,86.63,25.51,6.24,-0.7144726796,-0.6996633405,28.8,5.1,99.57,28.87,87.05,-0.7738402097,-0.8771461637,1009.9,0.65,2017,6,14,5.34
5.34,86.87,25.65,4.13,-0.6360782203,-0.7716245834,28.2,5.0,99.58,28.47,86.63,-0.7144726796,-0.7738402097,1009.9,6.24,2017,6,15,5.18
5.18,88.88,25.98,4.67,-0.70463421,-0.7095707365,28.4,5.34,99.56,28.07,86.87,-0.6360782203,-0.7144726796,1009.1,4.13,2017,6,16,5.31
5.31,86.67,25.97,2.83,-0.796529918,-0.6045991149,28.4,5.18,99.52,28.96,88.88,-0.70463421,-0.6360782203,1009.0,4.67,2017,6,17,4.72
4.72,86.99,25.77,0.73,-0.9010770213,-0.4336590846,28.1,5.31,99.44,28.84,86.67,-0.796529918,-0.70463421,1008.5,2.83,2017,6,18,4.84
4.84,86.25,25.8,1.65,-0.7705132428,-0.6374239897,29.2,4.72,99.47,28.37,86.99,-0.9010770213,-0.796529918,1009.0,0.73,2017,6,19,5.62
5.62,89.36,25.14,2.25,-0.6170358751,-0.786935022,29.5,4.84,99.57,27.54,86.25,-0.7705132428,-0.9010770213,1009.2,1.65,2017,6,20,4.89
4.89,87.35,25.12,0.96,-0.786935022,-0.6170358751,29.2,5.62,99.55,28.87,89.36,-0.6170358751,-0.7705132428,1009.8,2.25,2017,6,21,4.17
4.17,87.23,25.66,0.53,-0.8633955506,-0.5045276238,29.2,4.89,99.62,28.22,87.35,-0.786935022,-0.6170358751,1010.0,0.96,2017,6,22,5.51
5.51,87.73,25.61,0.92,-0.8804773535,-0.474088209,27.6,4.17,99.59,27.99,87.23,-0.8633955506,-0.786935022,1009.6,0.53,2017,6,23,6.14
6.14,84.16,25.47,0.56,-0.9142539552,-0.4051415868,26.6,5.51,99.51,26.8,87.73,-0.8804773535,-0.8633955506,1008.7,0.92,2017,6,24,7.08
7.08,83.09,25.25,4.15,-0.8902128046,-0.4555449072,28.2,6.14,99.49,27.78,84.16,-0.9142539552,-0.8804773535,1008.5,0.56,2017,6,25,6.09
6.09,84.6,24.98,4.0,-0.8452618332,-0.5343523494,27.8,7.08,99.57,28.69,83.09,-0.8902128046,-0.9142539552,1009.3,4.15,2017,6,26,5.78
5.78,87.3,24.96,14.09,-0.9114032766,-0.4115143586,27.9,6.09,99.61,28.16,84.6,-0.8452618332,-0.8902128046,1010.6,4.0,2017,6,27,6.39
6.39,86.24,25.05,7.42,-0.9829353491,-0.1839513506,27.7,5.78,99.6,27.98,87.3,-0.9114032766,-0.8452618332,1009.7,14.09,2017,6,28,5.36
5.36,85.38,25.16,0.54,-0.9897762309,-0.1426289337,28.5,6.39,99.51,28.4,86.24,-0.9829353491,-0.9114032766,1009.0,7.42,2017,6,29,4.56
4.56,86.2,25.62,0.58,-0.9989705698,-0.04536298813,29.4,5.36,99.42,28.52,85.38,-0.9897762309,-0.9829353491,1008.1,0.54,2017,6,30,5.11
5.11,88.3,25.63,1.95,-0.9955619646,-0.09410831332,29.6,4.56,99.42,28.56,86.2,-0.9989705698,-0.9897762309,1008.4,0.58,2017,7,1,5.02
5.02,84.14,25.05,0.82,-0.9948807088,-0.1010562972,29.2,5.11,99.48,28.31,88.3,-0.9955619646,-0.9989705698,1009.1,1.95,2017,7,2,5.65
5.65,85.01,25.38,0.24,-0.9985366703,-0.05407881298,29.1,5.02,99.52,28.66,84.14,-0.9948807088,-0.9955619646,1009.4,0.82,2017,7,3,5.31
5.31,84.34,25.36,0.04,-0.9991228301,-0.04187565373,29.0,5.65,99.55,28.63,85.01,-0.9985366703,-0.9948807088,1009.8,0.24,2017,7,4,4.95
4.95,86.73,25.14,0.52,-0.984807753,-0.1736481777,28.8,5.31,99.58,28.59,84.34,-0.9991228301,-0.9985366703,1010.4,0.04,2017,7,5,4.96
4.96,82.58,25.23,1.72,-0.9983418166,-0.05756402696,29.2,4.95,99.65,28.26,86.73,-0.984807753,-0.9991228301,1009.8,0.52,2017,7,6,5.89
5.89,83.59,25.13,2.79,-0.9999619231,-0.008726535498,29.1,4.96,99.54,28.99,82.58,-0.9983418166,-0.984807753,1009.7,1.72,2017,7,7,5.44
5.44,86.44,25.15,4.99,-0.9547607995,-0.2973748741,29.1,5.89,99.56,27.75,83.59,-0.9999619231,-0.9983418166,1009.7,2.79,2017,7,8,5.39
5.39,84.91,24.82,5.72,-0.9040825497,-0.4273578634,27.6,5.44,99.61,27.76,86.44,-0.9547607995,-0.9999619231,1010.5,4.99,2017,7,9,5.83
5.83,84.86,24.94,3.38,-0.959805292,-0.2806667089,26.8,5.39,99.62,27.99,84.91,-0.9040825497,-0.9547607995,1010.9,5.72,2017,7,10,5.35
5.35,85.72,25.22,1.71,-0.9995598601,-0.02966624409,28.4,5.83,99.57,28.26,84.86,-0.959805292,-0.9040825497,1010.1,3.38,2017,7,11,5.99
5.99,84.99,25.1,0.76,-0.9999451694,0.01047178412,28.8,5.35,99.53,28.43,85.72,-0.9995598601,-0.959805292,1009.9,1.71,2017,7,12,4.29
4.29,85.79,24.99,0.13,-0.9727758782,-0.2317479035,28.9,5.99,99.53,27.99,84.99,-0.9999451694,-0.9995598601,1010.0,0.76,2017,7,13,4.88
4.88,85.24,25.29,0.2,-0.94776841,-0.3189593093,29.1,4.29,99.61,28.38,85.79,-0.9727758782,-0.9999451694,1010.5,0.13,2017,7,14,4.88
4.88,86.53,25.27,0.31,-0.8917975296,-0.4524347093,29.2,4.88,99.62,27.82,85.24,-0.94776841,-0.9727758782,1010.3,0.2,2017,7,15,4.82
4.82,85.31,25.01,0.22,-0.9390942521,-0.3436596946,28.8,4.88,99.52,28.69,86.53,-0.8917975296,-0.94776841,1009.5,0.31,2017,7,16,5.54
5.54,85.46,25.48,0.37,-0.9163627296,-0.4003490326,29.4,4.82,99.47,28.57,85.31,-0.9390942521,-0.8917975296,1008.9,0.22,2017,7,17,6.12
6.12,86.01,25.22,1.21,-0.8902128046,-0.4555449072,29.1,5.54,99.54,28.49,85.46,-0.9163627296,-0.9390942521,1009.4,0.37,2017,7,18,5.68
5.68,86.72,25.43,6.03,-0.7313537016,-0.6819983601,27.9,6.12,99.55,28.51,86.01,-0.8902128046,-0.9163627296,1009.6,1.21,2017,7,19,5.51
5.51,83.93,25.17,1.56,-0.6717205893,-0.7408045963,27.8,5.68,99.5,29.31,86.72,-0.7313537016,-0.8902128046,1008.6,6.03,2017,7,20,5.2
5.2,83.64,25.57,0.8,-0.8933713883,-0.4493189986,27.5,5.51,99.58,28.85,83.93,-0.6717205893,-0.7313537016,1009.4,1.56,2017,7,21,5.53
5.53,84.04,25.66,0.45,-0.9211854056,-0.3891239501,28.9,5.2,99.55,28.6,83.64,-0.8933713883,-0.6717205893,1009.3,0.8,2017,7,22,4.98
4.98,85.39,26.02,0.27,-0.8925858185,-0.4508775407,29.9,5.53,99.5,28.4,84.04,-0.9211854056,-0.8933713883,1008.7,0.45,2017,7,23,5.23
5.23,84.24,25.85,0.09,-0.9573194975,-0.2890317969,29.6,4.98,99.46,28.59,85.39,-0.8925858185,-0.9211854056,1008.4,0.27,2017,7,24,4.75
4.75,85.01,25.79,0.21,-0.9460853588,-0.3239174182,29.8,5.23,99.34,29.68,84.24,-0.9573194975,-0.8925858185,1007.2,0.09,2017,7,25,4.07
4.07,86.79,25.8,0.32,-0.9438009516,-0.3305143927,29.2,4.75,99.38,29.11,85.01,-0.9460853588,-0.9573194975,1007.9,0.21,2017,7,26,5.27
5.27,85.01,25.97,0.44,-0.9455185756,-0.3255681545,29.2,4.07,99.53,29.15,86.79,-0.9438009516,-0.9460853588,1009.7,0.32,2017,7,27,6.01
6.01,85.01,25.92,1.53,-0.9460853588,-0.3239174182,29.4,5.27,99.63,29.04,85.01,-0.9455185756,-0.9438009516,1009.9,0.44,2017,7,28,6.32
6.32,84.05,25.18,2.64,-0.9755345439,-0.2198462044,28.9,6.01,99.62,28.08,85.01,-0.9460853588,-0.9455185756,1010.1,1.53,2017,7,29,5.51
5.51,82.58,25.04,1.89,-0.94776841,-0.3189593093,29.4,6.32,99.55,29.11,84.05,-0.9755345439,-0.9460853588,1009.5,2.64,2017,7,30,5.89
5.89,83.77,25.68,1.49,-0.9128341772,-0.4083304604,29.6,5.51,99.54,28.95,82.58,-0.94776841,-0.9755345439,1009.9,1.89,2017,7,31,5.82
5.82,85.01,25.47,3.19,-0.8925858185,-0.4508775407,29.2,5.89,99.59,28.72,83.77,-0.9128341772,-0.94776841,1009.7,1.49,2017,8,1,6.14
6.14,84.47,25.51,1.56,-0.9505157316,-0.3106764296,29.3,5.82,99.61,28.91,85.01,-0.8925858185,-0.9128341772,1010.2,3.19,2017,8,2,6.52
6.52,85.67,25.44,0.89,-0.9654726309,-0.2605045086,29.4,6.14,99.58,28.8,84.47,-0.9505157316,-0.8925858185,1009.8,1.56,2017,8,3,6.72
6.72,86.49,25.87,3.0,-0.9743700648,-0.2249510543,29.1,6.52,99.43,28.77,85.67,-0.9654726309,-0.9505157316,1008.0,0.89,2017,8,4,6.83
6.83,86.53,25.62,5.38,-0.9645574185,-0.26387305,29.1,6.72,99.34,28.6,86.49,-0.9743700648,-0.9654726309,1007.7,3.0,2017,8,5,7.04
7.04,86.34,25.68,4.51,-0.9483236552,-0.3173046564,28.9,6.83,99.33,28.48,86.53,-0.9645574185,-0.9743700648,1007.3,5.38,2017,8,6,6.67
6.67,87.41,25.34,5.62,-0.9360595357,-0.3518416484,28.6,7.04,99.39,27.83,86.34,-0.9483236552,-0.9645574185,1007.9,4.51,2017,8,7,6.07
6.07,82.84,25.14,5.68,-0.8925858185,-0.4508775407,28.9,6.67,99.51,28.59,87.41,-0.9360595357,-0.9483236552,1008.5,5.62,2017,8,8,5.83
5.83,85.12,25.36,1.25,-0.9070440143,-0.4210358134,29.1,6.07,99.5,28.81,82.84,-0.8925858185,-0.9360595357,1008.6,5.68,2017,8,9,5.4
5.4,84.92,24.92,4.2,-0.9521293927,-0.305695305,28.8,5.83,99.46,28.07,85.12,-0.9070440143,-0.8925858185,1008.8,1.25,2017,8,10,5.11
5.11,85.83,25.1,2.34,-0.9967788785,-0.08019892433,28.6,5.4,99.52,28.0,84.92,-0.9521293927,-0.9070440143,1010.0,4.2,2017,8,11,5.81
5.81,83.6,24.71,0.62,-0.9921147013,-0.1253332336,28.2,5.11,99.55,28.01,85.83,-0.9967788785,-0.9521293927,1010.1,2.34,2017,8,12,4.42
4.42,86.18,24.84,2.27,-0.9832549076,-0.1822355255,28.5,5.81,99.61,27.62,83.6,-0.9921147013,-0.9967788785,1010.4,0.62,2017,8,13,3.57
3.57,86.68,24.49,1.0,-0.8300122851,-0.557745109,28.7,4.42,99.67,27.94,86.18,-0.9832549076,-0.9921147013,1011.3,2.27,2017,8,14,3.35
3.35,85.01,24.34,0.36,-0.7716245834,-0.6360782203,28.8,3.57,99.64,28.39,86.68,-0.8300122851,-0.9832549076,1010.7,1.0,2017,8,15,4.16
4.16,82.96,24.61,0.27,-0.8461931661,-0.5328762761,28.5,3.35,99.56,28.2,85.01,-0.7716245834,-0.8300122851,1009.8,0.36,2017,8,16,4.81
4.81,82.44,25.01,4.33,-0.7890840848,-0.6142852001,29.2,4.16,99.41,29.15,82.96,-0.8461931661,-0.7716245834,1008.1,0.27,2017,8,17,6.45
6.45,88.14,25.41,18.28,-0.8712138111,-0.4909037536,27.6,4.81,99.37,27.76,82.44,-0.7890840848,-0.8461931661,1007.6,4.33,2017,8,18,6.97
6.97,84.63,25.17,7.96,-0.8480480962,-0.5299192642,27.8,6.45,99.47,28.51,88.14,-0.8712138111,-0.7890840848,1008.6,18.28,2017,8,19,6.47
6.47,82.04,24.91,2.64,-0.9099612709,-0.4146932427,26.9,6.97,99.46,29.17,84.63,-0.8480480962,-0.8712138111,1008.3,7.96,2017,8,20,6.07
6.07,84.42,24.94,3.32,-0.9573194975,-0.2890317969,28.1,6.47,99.36,28.63,82.04,-0.9099612709,-0.8480480962,1008.0,2.64,2017,8,21,5.37
5.37,84.94,25.0,2.49,-0.9631625668,-0.2689198206,27.0,6.07,99.4,27.95,84.42,-0.9573194975,-0.9099612709,1008.1,3.32,2017,8,22,5.24
5.24,87.23,25.06,4.3,-0.9672677528,-0.2537579446,28.8,5.37,99.42,27.57,84.94,-0.9631625668,-0.9573194975,1007.9,2.49,2017,8,23,4.7
4.7,88.5,24.88,1.1,-0.9390942521,-0.3436596946,29.1,5.24,99.38,28.22,87.23,-0.9672677528,-0.9631625668,1007.5,4.3,2017,8,24,4.77
4.77,87.59,25.48,0.56,-0.9727758782,-0.2317479035,29.0,4.7,99.33,28.24,88.5,-0.9390942521,-0.9672677528,1007.6,1.1,2017,8,25,5.58
5.58,83.62,25.17,0.16,-0.9316912276,-0.3632512305,28.7,4.77,99.3,29.2,87.59,-0.9727758782,-0.9390942521,1007.5,0.56,2017,8,26,6.08
6.08,83.75,25.31,0.83,-0.905568799,-0.4241994227,29.1,5.58,99.31,28.98,83.62,-0.9316912276,-0.9727758782,1007.2,0.16,2017,8,27,6.7
6.7,86.28,25.38,5.81,-0.905568799,-0.4241994227,26.8,6.08,99.31,28.43,83.75,-0.905568799,-0.9316912276,1007.1,0.83,2017,8,28,6.84
6.84,85.4,25.31,2.85,-0.940880769,-0.3387379202,28.3,6.7,99.37,28.44,86.28,-0.905568799,-0.905568799,1008.0,5.81,2017,8,29,6.39
6.39,83.94,25.41,0.6,-0.9874138068,-0.1581580673,28.5,6.84,99.44,29.22,85.4,-0.940880769,-0.905568799,1008.6,2.85,2017,8,30,4.55
4.55,85.33,25.24,3.53,-0.9964928592,-0.08367784333,29.3,6.39,99.46,28.4,83.94,-0.9874138068,-0.940880769,1008.1,0.6,2017,8,31,3.67
3.67,87.63,25.23,4.59,-0.97154912,-0.2368381461,28.9,4.55,99.43,28.83,85.33,-0.9964928592,-0.9874138068,1008.5,3.53,2017,9,1,3.07
3.07,81.91,25.0,4.8,-0.9342044743,-0.3567379993,26.9,3.67,99.42,30.37,87.63,-0.97154912,-0.9964928592,1008.1,4.59,2017,9,2,3.76
3.76,84.96,24.62,6.24,-0.9547607995,-0.2973748741,27.9,3.07,99.53,27.77,81.91,-0.9342044743,-0.97154912,1009.3,4.8,2017,9,3,4.31
4.31,86.92,24.65,5.87,-0.860742027,-0.5090414158,28.8,3.76,99.53,28.29,84.96,-0.9547607995,-0.9342044743,1009.7,6.24,2017,9,4,3.94
3.94,90.28,24.86,19.79,-0.9354440308,-0.3534748438,27.7,4.31,99.49,27.02,86.92,-0.860742027,-0.9547607995,1009.7,5.87,2017,9,5,7.73
7.73,85.82,24.38,21.42,-0.8771461637,-0.4802234974,27.2,3.94,99.5,28.04,90.28,-0.9354440308,-0.860742027,1009.3,19.79,2017,9,6,6.37
6.37,88.42,24.84,26.72,-0.8161375901,-0.5778576244,25.2,7.73,99.42,27.47,85.82,-0.8771461637,-0.9354440308,1008.5,21.42,2017,9,7,5.75
5.75,89.91,25.03,6.39,-0.7954734809,-0.6059884003,26.6,6.37,99.42,26.65,88.42,-0.8161375901,-0.8771461637,1008.5,26.72,2017,9,8,5.36
5.36,87.75,25.03,7.89,-0.8300122851,-0.557745109,27.6,5.75,99.39,27.7,89.91,-0.7954734809,-0.8161375901,1008.0,6.39,2017,9,9,5.36
5.36,88.92,25.29,3.76,-0.702153053,-0.712026046,28.2,5.36,99.39,27.85,87.75,-0.8300122851,-0.7954734809,1007.8,7.89,2017,9,10,4.57
4.57,86.89,25.09,1.28,-0.4430711908,-0.8964864304,27.9,5.36,99.42,29.07,88.92,-0.702153053,-0.8300122851,1008.6,3.76,2017,9,11,4.37
4.37,86.58,25.12,0.4,-0.3923371166,-0.9198214973,28.9,4.57,99.53,28.57,86.89,-0.4430711908,-0.702153053,1008.9,1.28,2017,9,12,4.47
4.47,88.45,24.85,6.68,-0.6347305132,-0.7727335735,26.4,4.37,99.62,27.45,86.58,-0.3923371166,-0.4430711908,1010.8,0.4,2017,9,13,5.75
5.75,85.52,24.51,2.91,-0.7890840848,-0.6142852001,25.6,4.47,99.63,28.0,88.45,-0.6347305132,-0.3923371166,1010.7,6.68,2017,9,14,4.43
4.43,87.24,24.86,2.5,-0.8480480962,-0.5299192642,27.4,5.75,99.56,27.83,85.52,-0.7890840848,-0.6347305132,1009.5,2.91,2017,9,15,4.2
4.2,86.4,25.22,2.12,-0.7890840848,-0.6142852001,28.9,4.43,99.6,28.43,87.24,-0.8480480962,-0.7890840848,1010.4,2.5,2017,9,16,5.52
5.52,86.23,24.89,7.77,-0.7815204724,-0.6238795967,28.1,4.2,99.79,27.98,86.4,-0.7890840848,-0.8480480962,1011.9,2.12,2017,9,17,5.87
5.87,86.38,24.51,1.61,-0.7858568932,-0.6184083954,28.2,5.52,99.84,28.27,86.23,-0.7815204724,-0.7890840848,1012.4,7.77,2017,9,18,4.88
4.88,84.69,24.75,0.19,-0.9232102171,-0.3842953227,29.2,5.87,99.72,28.65,86.38,-0.7858568932,-0.7815204724,1011.1,1.61,2017,9,19,5.55
5.55,85.97,25.41,1.57,-0.9588197349,-0.2840153447,29.1,4.88,99.63,28.29,84.69,-0.9232102171,-0.7858568932,1010.2,0.19,2017,9,20,6.05
6.05,84.85,25.18,1.73,-0.9526614813,-0.3040330609,28.8,5.55,99.58,28.22,85.97,-0.9588197349,-0.9232102171,1009.6,1.57,2017,9,21,5.55
5.55,83.24,25.22,0.81,-0.98450318,-0.1753667261,28.9,6.05,99.54,28.86,84.85,-0.9526614813,-0.9588197349,1009.6,1.73,2017,9,22,4.86
4.86,82.62,25.14,0.34,-0.8415107819,-0.5402403205,29.1,5.55,99.63,29.2,83.24,-0.98450318,-0.9526614813,1010.5,0.81,2017,9,23,4.44
4.44,84.52,24.82,1.38,-0.7181262978,-0.6959127966,28.9,4.86,99.65,28.76,82.62,-0.8415107819,-0.98450318,1010.2,0.34,2017,9,24,5.72
5.72,84.28,24.93,8.6,-0.7782431485,-0.6279630576,28.6,4.44,99.57,27.95,84.52,-0.7181262978,-0.8415107819,1009.0,1.38,2017,9,25,6.81
6.81,84.09,24.84,9.9,-0.7716245834,-0.6360782203,27.8,5.72,99.51,28.3,84.28,-0.7782431485,-0.7181262978,1008.8,8.6,2017,9,26,6.04
6.04,87.49,25.31,12.99,-0.7144726796,-0.6996633405,26.1,6.81,99.54,28.03,84.09,-0.7716245834,-0.7782431485,1009.3,9.9,2017,9,27,6.51
6.51,84.01,25.29,2.41,-0.8377187166,-0.546101961,27.6,6.04,99.56,28.86,87.49,-0.7144726796,-0.7716245834,1010.0,12.99,2017,9,28,6.7
6.7,81.59,24.39,0.4,-0.9077774785,-0.4194520824,28.6,6.51,99.55,29.19,84.01,-0.8377187166,-0.7144726796,1009.7,2.41,2017,9,29,5.54
5.54,85.2,25.08,1.87,-0.8241261886,-0.5664062369,28.0,6.7,99.59,28.58,81.59,-0.9077774785,-0.8377187166,1010.2,0.4,2017,9,30,5.31
5.31,83.64,25.25,1.9,-0.873772223,-0.4863353804,28.4,5.54,99.59,29.0,85.2,-0.8241261886,-0.9077774785,1010.2,1.87,2017,10,1,5.38
5.38,83.38,25.38,1.25,-0.8886172327,-0.4586495545,27.9,5.31,99.46,29.45,83.64,-0.873772223,-0.8241261886,1008.5,1.9,2017,10,2,5.14
5.14,84.66,25.46,0.81,-0.8862035792,-0.4632960351,28.6,5.38,99.45,29.02,83.38,-0.8886172327,-0.873772223,1009.0,1.25,2017,10,3,4.77
4.77,84.92,25.4,3.09,-0.9414705448,-0.3370952584,27.9,5.14,99.47,28.88,84.66,-0.8862035792,-0.8886172327,1008.8,0.81,2017,10,4,5.0
5.0,87.68,25.5,9.32,-0.8517269341,-0.523985906,27.5,4.77,99.34,28.05,84.92,-0.9414705448,-0.8862035792,1007.7,3.09,2017,10,5,4.57
4.57,88.28,25.13,5.89,-0.8358073614,-0.549022818,26.9,5.0,99.39,27.35,87.68,-0.8517269341,-0.9414705448,1008.1,9.32,2017,10,6,4.5
4.5,86.82,24.95,6.43,-0.8720692724,-0.4893824517,27.2,4.57,99.42,28.1,88.28,-0.8358073614,-0.8517269341,1007.8,5.89,2017,10,7,3.81
3.81,88.88,24.85,9.58,-0.8925858185,-0.4508775407,28.0,4.5,99.36,27.74,86.82,-0.8720692724,-0.8358073614,1007.7,6.43,2017,10,8,3.56
3.56,87.23,25.46,9.09,-0.8813034521,-0.4725507649,28.1,3.81,99.32,28.89,88.88,-0.8925858185,-0.8720692724,1007.1,9.58,2017,10,9,4.29
4.29,89.1,24.94,7.64,-0.860742027,-0.5090414158,27.9,3.56,99.27,28.11,87.23,-0.8813034521,-0.8925858185,1006.7,9.09,2017,10,10,3.57
3.57,85.63,24.33,15.21,-0.7996846585,-0.6004202253,26.6,4.29,99.37,28.46,89.1,-0.860742027,-0.8813034521,1007.4,7.64,2017,10,11,4.17
4.17,86.79,24.86,11.36,-0.9205048535,-0.3907311285,27.1,3.57,99.42,28.5,85.63,-0.7996846585,-0.860742027,1008.1,15.21,2017,10,12,3.63
3.63,87.31,25.37,13.89,-0.882126866,-0.4710118812,27.3,4.17,99.38,28.27,86.79,-0.9205048535,-0.7996846585,1007.9,11.36,2017,10,13,4.61
4.61,88.41,25.7,33.77,-0.8910065242,-0.4539904997,26.9,3.63,99.47,28.29,87.31,-0.882126866,-0.9205048535,1008.6,13.89,2017,10,14,5.8
5.8,86.31,25.86,6.49,-0.9488760116,-0.3156490369,27.4,4.61,99.55,28.31,88.41,-0.8910065242,-0.882126866,1009.3,33.77,2017,10,15,6.08
6.08,84.9,25.98,4.84,-0.9997426093,-0.02268733357,27.4,5.8,99.51,28.76,86.31,-0.9488760116,-0.8910065242,1009.3,6.49,2017,10,16,6.38
6.38,84.51,25.56,3.12,-0.998889875,0.04710645071,29.1,6.08,99.47,28.27,84.9,-0.9997426093,-0.9488760116,1008.2,4.84,2017,10,17,5.88
5.88,84.73,25.13,4.89,-0.9650164945,-0.2621891786,29.1,6.38,99.45,29.0,84.51,-0.998889875,-0.9997426093,1008.4,3.12,2017,10,18,5.08
5.08,86.48,25.53,13.77,-0.8090169944,-0.5877852523,28.7,5.88,99.5,28.83,84.73,-0.9650164945,-0.998889875,1008.8,4.89,2017,10,19,5.84
5.84,87.04,25.85,13.61,-0.6320293027,-0.7749444887,27.0,5.08,99.64,28.69,86.48,-0.8090169944,-0.9650164945,1010.6,13.77,2017,10,20,6.29
6.29,85.94,25.34,3.0,-0.5533915492,-0.8329212407,27.9,5.84,99.74,28.91,87.04,-0.6320293027,-0.8090169944,1011.3,13.61,2017,10,21,6.01
6.01,87.62,25.34,6.32,-0.7826081569,-0.6225146366,27.4,6.29,99.73,28.65,85.94,-0.5533915492,-0.6320293027,1011.2,3.0,2017,10,22,4.89
4.89,85.13,25.28,3.72,-0.9070440143,-0.4210358134,28.6,6.01,99.65,29.18,87.62,-0.7826081569,-0.5533915492,1011.0,6.32,2017,10,23,3.66
3.66,86.23,25.06,6.29,-0.9245460336,-0.3810703764,28.2,4.89,99.73,28.28,85.13,-0.9070440143,-0.7826081569,1011.4,3.72,2017,10,24,2.59
2.59,83.46,24.86,9.6,-0.9573194975,-0.2890317969,27.7,3.66,99.78,29.21,86.23,-0.9245460336,-0.9070440143,1012.3,6.29,2017,10,25,2.02
2.02,85.73,24.97,13.68,-0.6279630576,-0.7782431485,27.6,2.59,99.84,27.65,83.46,-0.9573194975,-0.9245460336,1012.4,9.6,2017,10,26,2.5
2.5,83.45,24.76,3.21,-0.9882283814,-0.1529858363,28.1,2.02,99.74,28.26,85.73,-0.6279630576,-0.9573194975,1010.7,13.68,2017,10,27,2.29
2.29,84.99,25.09,4.5,-0.8987940463,0.4383711468,28.6,2.5,99.66,27.92,83.45,-0.9882283814,-0.6279630576,1010.0,3.21,2017,10,28,2.16
2.16,86.61,24.93,19.4,-0.3729877826,0.9278362539,27.8,2.29,99.67,28.04,84.99,-0.8987940463,-0.9882283814,1010.1,4.5,2017,10,29,2.31
2.31,85.78,24.96,14.6,-0.9969173337,0.07845909573,27.8,2.16,99.56,28.33,86.61,-0.3729877826,-0.8987940463,1009.0,19.4,2017,10,30,3.09
3.09,90.08,24.84,10.36,-0.9177546257,-0.3971478906,26.8,2.31,99.51,26.27,85.78,-0.9969173337,-0.3729877826,1009.2,14.6,2017,10,31,6.48
6.48,87.75,24.8,10.75,-0.9390942521,0.3436596946,27.3,3.09,99.59,27.2,90.08,-0.9177546257,-0.9969173337,1010.0,10.36,2017,11,1,3.01
3.01,88.34,24.23,5.71,-0.9774158943,0.2113247965,26.7,6.48,99.5,27.15,87.75,-0.9390942521,-0.9177546257,1008.4,10.75,2017,11,2,3.13
3.13,86.28,24.27,5.64,-0.03141075908,0.9995065604,27.9,3.01,99.32,28.33,88.34,-0.9774158943,-0.9390942521,1006.8,5.71,2017,11,3,4.95
4.95,90.72,24.35,18.2,-0.1702094992,-0.9854078985,27.8,3.13,99.31,26.83,86.28,-0.03141075908,-0.9774158943,1007.2,5.64,2017,11,4,3.22
3.22,82.72,23.79,9.75,0.1529858363,-0.9882283814,27.1,4.95,99.41,29.52,90.72,-0.1702094992,-0.03141075908,1008.4,18.2,2017,11,5,1.88
1.88,81.95,24.04,19.18,0.6652303547,-0.7466381823,27.7,3.22,99.49,29.58,82.72,0.1529858363,-0.1702094992,1008.6,9.75,2017,11,6,1.49
1.49,82.59,24.11,14.32,0.6494480483,0.7604059656,27.1,1.88,99.54,29.07,81.95,0.6652303547,0.1529858363,1009.0,19.18,2017,11,7,2.13
2.13,82.66,24.14,4.95,0.5105429179,0.8598522716,27.2,1.49,99.56,29.35,82.59,0.6494480483,0.6652303547,1010.1,14.32,2017,11,8,3.76
3.76,85.8,23.68,2.07,-0.06801529067,0.9976842788,26.8,2.13,99.49,28.45,82.66,0.5105429179,0.6494480483,1008.0,4.95,2017,11,9,4.02
4.02,87.28,23.75,2.72,-0.8396198645,0.54317445,28.2,3.76,99.45,28.05,85.8,-0.06801529067,0.5105429179,1008.5,2.07,2017,11,10,5.53
